#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
657,Jesus Bastidas,HOU,R,SS,SS,6,14,13,1.5,0.4,1.4,0.2,2.7,1.7,0.6,0.0,4.4,3.8,1.0,0.3,0.1,0.0,0.1,0.213,0.279,0.348,0.627,0.271,665846
658,Buddy Kennedy,PHI,R,3B,3B,6,14,12,1.5,0.2,1.3,0.1,2.8,1.9,0.6,0.1,4.3,3.3,1.5,0.2,0.1,0.0,0.0,0.229,0.320,0.347,0.667,0.289,671083
659,Luca Tresh,KC,R,C,C,6,14,13,1.5,0.3,1.4,0.1,2.8,1.9,0.5,0.0,4.4,3.4,1.1,0.1,0.1,0.0,0.0,0.221,0.284,0.346,0.630,0.276,681123
660,Vinny Capra,MIL,R,SS,SS,6,14,13,1.4,0.2,1.2,0.2,3.0,2.2,0.6,0.0,4.1,3.1,1.3,0.1,0.1,0.0,0.0,0.234,0.309,0.328,0.637,0.293,681962
661,Tucker Barnhart,TEX,L,C,C,6,13,12,1.3,0.1,1.0,0.1,2.4,1.8,0.5,0.0,3.5,3.7,1.1,0.1,0.1,0.0,0.0,0.209,0.279,0.297,0.576,0.289,10200
662,Dom Nunez,CLE,L,DH,C,6,13,11,1.2,0.2,1.0,0.1,2.0,1.3,0.5,0.0,3.3,4.2,1.4,0.1,0.1,0.0,0.0,0.180,0.275,0.292,0.567,0.259,15055
663,Rene Pinto,ARI,R,C,C,6,13,12,1.4,0.4,1.4,0.1,2.6,1.7,0.5,0.0,4.4,4.5,0.7,0.1,0.1,0.0,0.0,0.213,0.260,0.356,0.616,0.296,650907
664,Grae Kessinger,ARI,R,SS,SS,6,13,12,1.3,0.2,1.1,0.2,2.5,1.8,0.4,0.0,3.6,3.5,1.2,0.1,0.1,0.0,0.1,0.209,0.285,0.304,0.590,0.276,666197
665,Bobby Dalbec,CHW,R,1B/3B,1B/3B,6,13,11,1.3,0.4,1.3,0.2,2.2,1.3,0.5,0.0,4.0,5.0,1.0,0.1,0.1,0.0,0.0,0.194,0.266,0.355,0.621,0.292,666915
666,Corey Julks,CHW,R,OF,OF,6,13,11,1.3,0.3,1.2,0.3,2.6,1.6,0.6,0.0,4.2,3.2,1.0,0.1,0.1,0.0,0.1,0.226,0.292,0.369,0.662,0.283,667452
667,Ryan Kreidler,DET,R,SS,SS,6,13,11,1.3,0.3,1.1,0.4,2.2,1.5,0.4,0.1,3.5,3.9,1.2,0.2,0.1,0.0,0.1,0.195,0.281,0.309,0.590,0.267,668952
668,Mason McCoy,SD,R,SS,SS,6,13,12,1.2,0.2,1.1,0.4,2.3,1.6,0.5,0.0,3.5,4.1,1.0,0.1,0.1,0.0,0.1,0.196,0.259,0.297,0.556,0.279,669200
669,Cooper Hummel,HOU,S,OF,C/OF,6,13,11,1.4,0.2,1.1,0.3,2.3,1.5,0.5,0.1,3.6,3.8,1.6,0.2,0.1,0.0,0.1,0.208,0.316,0.326,0.642,0.290,669450
670,Braden Shewmake,NYY,L,SS,2B/SS/ 3B,6,13,12,1.4,0.3,1.4,0.4,2.7,1.7,0.6,0.0,4.3,2.7,0.7,0.1,0.1,0.0,0.1,0.220,0.266,0.360,0.626,0.257,669699
671,Darick Hall,PIT,L,1B,1B,6,13,12,1.4,0.4,1.4,0.1,2.6,1.6,0.6,0.0,4.4,3.3,1.1,0.1,0.1,0.0,0.0,0.223,0.292,0.375,0.667,0.273,669742
672,Zack Short,HOU,R,2B/SS/ 3B,2B/SS/ 3B,6,13,11,1.4,0.2,1.1,0.2,2.1,1.4,0.5,0.0,3.4,3.8,1.6,0.1,0.1,0.0,0.1,0.193,0.297,0.309,0.607,0.264,670097
673,Miles Mastrobuoni,SEA,L,3B,2B/SS/ 3B,6,13,11,1.3,0.1,1.1,0.4,2.7,1.8,0.7,0.0,3.8,2.8,1.2,0.1,0.1,0.0,0.1,0.232,0.306,0.334,0.640,0.292,670156
674,Steward Berroa,TOR,S,OF,OF,6,13,12,1.4,0.2,1.1,0.8,2.4,1.6,0.6,0.1,3.8,3.8,1.2,0.1,0.1,0.0,0.2,0.212,0.292,0.327,0.618,0.293,672642
675,David Banuelos,BAL,R,C,C,6,13,12,1.3,0.3,1.2,0.1,2.3,1.6,0.4,0.0,3.7,4.6,1.0,0.1,0.1,0.0,0.0,0.193,0.261,0.312,0.573,0.280,675915
676,Hunter Feduccia,LAD,L,C,C,6,13,12,1.5,0.3,1.2,0.1,2.4,1.6,0.5,0.0,3.8,3.5,1.4,0.1,0.1,0.0,0.0,0.210,0.298,0.330,0.629,0.276,676439
677,Brewer Hicklen,MIL,R,OF,OF,6,13,12,1.4,0.4,1.3,0.5,2.3,1.4,0.4,0.1,4.0,4.6,1.2,0.3,0.1,0.0,0.1,0.199,0.288,0.348,0.636,0.289,676551
678,Ji Hwan Bae,PIT,L,OF,OF,6,13,12,1.4,0.2,1.1,0.6,3.0,2.1,0.6,0.1,4.2,3.0,1.2,0.1,0.1,0.0,0.2,0.253,0.325,0.362,0.686,0.324,678225
679,Justin Foscue,TEX,R,DH,DH,6,13,11,1.5,0.3,1.4,0.2,2.5,1.6,0.5,0.0,4.2,2.9,1.3,0.2,0.1,0.0,0.1,0.221,0.309,0.366,0.675,0.262,679822
680,Wade Meckler,SF,L,OF,OF,6,13,12,1.4,0.2,1.2,0.2,3.0,2.1,0.6,0.1,4.2,2.7,1.1,0.1,0.1,0.0,0.0,0.257,0.326,0.367,0.693,0.318,685133
681,Blake Dunn,CIN,R,OF,OF,6,13,12,1.4,0.3,1.2,0.4,2.6,1.7,0.6,0.0,4.1,4.0,1.0,0.2,0.1,0.0,0.1,0.223,0.298,0.353,0.651,0.309,694362
